X,Y,OBJECTID,LATITUDE,LONGITUDE,ROUTES,EGIS_ID,REG_ID,BSTP_GEO_ID,BSTP_OPS_TCD,BSTP_OPS_FTU_TCD,BSTP_EFF_DATE,BSTP_TCD,AT_STR,ON_STR,BSTP_HDG,BSTP_POS_TCD,BSTP_LDC,BSTP_MSG_TEXT,BSTP_LAT_LON_TCD,BSTP_INV_SYR_TCD,BSTP_INV_SRV_DATE,BSTP_BNH_CNT,BSTP_BST_TCD,BSTP_IFC_OWN,BSTP_HAS_BKRS,BSTP_HAS_PRS,BSTP_HAS_PVM,BSTP_HAS_PRM,BSTP_PDP_SIZE_TCD,BSTP_PDP_MTR_TCD,BSTP_PDP_OBS_TCD,BSTP_PDP_HAS_CCN,BSTP_HAS_BDR_PDP,BSTP_BDR_PDP_OBS,BSTP_SWK_WDT,BSTP_SWK_HAS_CCN,BSTP_SWK_HAS_PPC,BSTP_SWK_SLP_WVL,BSTP_SWK_OBS_TCD,BSTP_SWK_IPD_TCD,ONS_CRP_SLP,ONS_CRP,OFS_CRP,AT_STR_ABS_CRP,AT_STR_OSS_CRP,ONS_CWK,OFS_CWK,AT_STR_ABS_CWK,AT_STR_OSS_CWK,ON_STR_STS_OR_TFL,ON_STR_PDC_SGL,AT_STR_PDC_SGL,BSTP_PRK_RST_TCD,BSTP_NPK_ZNE_LTH,CNF_NPK_SNS,STR_LGT_WTN_30_FT,BSTP_HAS_LED_DSP,BSTP_ACC_RATING,BSTP_BRDG_STP,BSTP_HAS_LUM_SIGN,BSTP_HAS_PWR_SRC,METRO_ACCS_STP,CREATED_DATE,LAST_EDITED_DATE,BX_UPDATE_DATE,BX_UPDATE_USER,LAST_UPDATE_DATE
-76.991264290253667,38.934747574125446,1458,38.93474,-76.991259,,1301842,1002187,7816,PRS,NON,1958-09-07T00:00:00.000Z,REV,OTIS ST NE,12TH ST NE,177,NEA,UNKNOWN,12TH ST NE + OTIS ST NE,,KFH,2006-08-18T00:00:00.000Z,0,UNK,WMAT,N,Y,N,Y,SWK,CON,NON,N,N,E,5,N,N,N,NON,UNK,8.200000,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,NSG,,N,Y,U,N,U,U,U,U,,,,,
-76.984495375108168,38.911498582574829,1459,38.911491,-76.98449,,1308339,1001527,6609,PRS,NON,1947-07-27T00:00:00.000Z,REV,CENTRAL PL NE,WEST VIRGINIA AVE NE,43,FAX,UNKNOWN,WEST VIRGINIA AVE NE + CENTRAL PL NE,,KFH,2006-07-19T00:00:00.000Z,0,UNK,WMAT,N,Y,N,N,SWK,CON,NON,Y,N,E,4,Y,Y,N,NON,UNK,,N,N,U,Y,N,Y,U,Y,N,N,N,NSG,,N,N,U,N,U,U,U,U,,,,,
-76.858752299445271,38.968595370151803,1460,38.968588,-76.858747,,1311155,3001924,9256,PRS,NON,1965-11-15T00:00:00.000Z,UNK,7TH ST,CIPRIANO RD,356,UNK,UNKNOWN,CIPRIANO RD + 7TH ST,,KFH,2006-10-20T00:00:00.000Z,,UNK,UNKW,N,N,N,N,SWK,CON,NON,N,N,E,4,N,Y,N,LSC,UNK,9.300000,N,N,Y,N,Y,N,Y,N,N,N,N,YUN,,U,N,U,N,U,U,U,U,,,,,
-76.864273203057763,38.992715382372268,1461,38.992708,-76.864268,,1311272,3002242,9914,PRS,NON,1981-09-08T00:00:00.000Z,UNK,#7501-7509,MANDAN RD,353,UNK,N OF DRWY TO GLEN OAKS,MANDAN RD + #7501-7509,,KFH,2006-10-21T00:00:00.000Z,2,INS,UNKW,N,N,N,N,58U,CON,NON,Y,N,E,4,N,Y,N,NON,UNK,,N,N,U,N,N,N,U,U,N,N,N,NSG,,N,N,U,N,U,U,U,U,,,,,
-76.891711346702294,38.947237415250612,1462,38.94723,-76.891706,,1301220,3001544,8374,PRS,NON,1965-06-15T00:00:00.000Z,REV,GREENVALE PKY,ANNAPOLIS RD,250,NEA,UNKNOWN,ANNAPOLIS RD + GREENVALE PKY,,KFH,2006-10-19T00:00:00.000Z,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,4,Y,Y,N,NON,UNK,10.100000,N,N,Y,N,N,N,N,U,Y,N,N,NPL,,U,N,U,N,U,U,U,U,,,,,
-76.867903182664747,38.997325387436796,1463,38.997318,-76.867898,,1311238,3003314,15148,PRS,NON,1989-05-12T00:00:00.000Z,UNK,#7800,HANOVER PKY,252,ATP,FRT,HANOVER PKY + #7800,,KFH,2006-10-22T00:00:00.000Z,2,INS,UNKW,N,N,N,N,58O,CON,SHL,Y,N,E,4,N,Y,Y,NON,SLP,,N,N,U,N,N,N,U,U,N,N,N,YUN,,U,N,U,N,U,U,U,U,,,,,
-77.119468208222116,38.832935765449243,1464,38.832928,-77.119463,,1303263,4000353,1952,PRS,NON,1987-06-21T00:00:00.000Z,REV,N BEAUREGARD ST,MARK CENTER DR,333,NEA,E OF ENTR TO PKG FACILITY,MARK CENTER DR + N BEAUREGARD ST,,KFH,2009-04-02T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,<58,CON,NON,Y,N,E,0,U,E,N,NON,UNK,,N,Y,N,Y,N,N,N,N,N,N,N,NSG,,N,Y,U,N,U,U,U,U,,,,,
-77.009353052252422,38.883410233097251,1465,38.883403,-77.009348,,1308335,1000637,18269,PRS,NON,1988-07-06T00:00:00.000Z,REV,E ST SW,WASHINGTON AVE SW,180,NEA,N OF LINE OF NEWSPAPER BOXES,WASHINGTON AVE SW + E ST SW,PER,KFH,2006-05-18T00:00:00.000Z,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,8,Y,Y,N,NON,UNK,4.800000,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,NSG,,Y,Y,U,Y,U,U,U,U,,,,,
-77.153713088270393,38.804473834864112,1466,38.804466,-77.153708,,1304818,5000433,849,PRS,NON,1985-04-26T00:00:00.000Z,REV,INDIAN RUN PKY,EDSALL RD,92,FAR,ADJ TO SIDE OF #6332,EDSALL RD + INDIAN RUN PKY,,KFH,2012-04-11T00:00:00.000Z,0,UNK,NAPP,N,N,N,N,58U,CON,NON,Y,N,E,3,N,Y,Y,NON,NON,5.600000,N,N,Y,Y,N,Y,N,N,Y,Y,N,NPL,60,N,Y,N,Y,U,U,U,U,,,,,
-76.847600297150123,38.971756356780411,1467,38.971749,-76.847595,,1311261,3001995,9390,PRS,NON,1901-01-01T00:00:00.000Z,REV,94TH AVE,LANHAM SEVERN RD,57,NEA,BEHIND SIDEWALK AREA,LANHAM SEVERN RD + 94TH AVE,,KFH,2006-10-26T00:00:00.000Z,1,INS,UNKW,N,N,N,N,58O,CON,SHL,Y,N,E,5,Y,Y,N,NON,UNK,7.500000,N,N,Y,N,N,N,N,N,N,N,N,NPL,,U,N,U,N,U,U,U,U,,,,,
-77.222096768800711,38.779407939298167,1468,38.7794,-77.222092,,1305057,5000183,418,PRS,NON,1981-08-05T00:00:00.000Z,REV,BARDU AVE,OLD KEENE MILL RD,124,FAR,UNKNOWN,OLD KEENE MILL RD + BARDU AVE,,KFH,2012-04-10T00:00:00.000Z,0,UNK,NAPP,N,N,N,N,NON,EXM,NON,U,N,E,0,N,N,N,NON,NON,4.600000,N,N,Y,N,N,N,N,N,N,N,N,NPL,120,N,N,N,N,U,U,U,U,,,,,
-77.152441099749979,38.870551730175336,1469,38.870544,-77.152436,,1311813,5004631,17635,PRS,NON,2012-01-15T00:00:00.000Z,UNK,BUS BAY C ,SEVEN CORNERS TRANSIT CENTER,100,ATP,UNKNOWN,SEVEN CORNERS TRANSIT CENTER + BUS BAY C ,,KFH,2012-04-24T00:00:00.000Z,2,INS,WMAT,Y,Y,Y,Y,58U,CON,NON,Y,Y,N,5,Y,Y,N,NON,SLP,,E,E,E,E,E,E,E,E,N,N,N,NPL,150,N,Y,N,U,U,U,U,U,,,,,
-77.117963203316179,38.848604742638678,1470,38.848597,-77.117958,,1303150,5000983,2708,PRS,NON,1989-06-25T00:00:00.000Z,UNK,SECOND ENTRANCE TO SHOPPING CENTER,S JEFFERSON ST,9,FAR,N OF RT 7,S JEFFERSON ST + SECOND ENTRANCE TO SHOPPING CENTER,,KFH,2012-04-30T00:00:00.000Z,0,UNK,WMAT,N,Y,N,N,SWK,CON,NON,N,N,E,4,N,N,Y,NON,NON,0.700000,N,Y,Y,Y,N,Y,N,N,Y,Y,N,NPL,150,N,N,N,N,U,U,U,U,,,,,
-76.913343340369494,38.94316544866097,1471,38.943158,-76.913338,,1301145,3002872,14661,PRS,NON,1983-07-13T00:00:00.000Z,UNK,#4245-4251,58TH AVE,358,NEA,S OF DRWY TO -,58TH AVE + #4245-4251,,KFH,2006-10-04T00:00:00.000Z,,UNK,UNKW,N,N,N,N,58U,CON,NON,Y,N,E,4,N,Y,N,NON,UNK,,N,N,U,N,N,N,U,U,N,N,N,NSG,,N,Y,U,N,U,U,U,U,,,,,
-77.140983133123598,38.845219761475306,1472,38.845212,-77.140978,,1302488,5000946,2523,PRS,NON,1982-08-05T00:00:00.000Z,REV,BLAIR RD,COLUMBIA PIKE,223,FAR,UNKNOWN,COLUMBIA PIKE + BLAIR RD,,KFH,2012-04-27T00:00:00.000Z,0,UNK,NAPP,N,N,N,N,NON,EXM,NON,U,N,E,0,N,N,N,NON,NON,0.500000,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NPL,150,N,N,N,N,U,U,U,U,,,,,
-77.176592078904747,38.933590635166574,1473,38.933583,-77.176587,,1306211,5001680,7775,PRS,NON,1985-04-09T00:00:00.000Z,REV,CHAIN BRIDGE RD,OLD DOMINION DR,121,FAR,45' S OF 1ST DRWY TO CROWN GAS STA,OLD DOMINION DR + CHAIN BRIDGE RD,,KFH,2012-03-29T00:00:00.000Z,0,UNK,NAPP,N,N,N,N,SWK,CON,NON,Y,Y,N,6,Y,Y,Y,NON,CRK,3.800000,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NPL,150,N,N,N,N,U,U,U,U,,,,,
-77.236367813509702,38.834950845187286,1474,38.834943,-77.236363,,1302592,5002037,14322,PRS,NON,2001-12-30T00:00:00.000Z,UNK,NVCC ANNANDALE CAMPUS,LAKE DR,284,MID,OPPO,LAKE DR + NVCC ANNANDALE CAMPUS,,KFH,2012-04-19T00:00:00.000Z,2,BOT,NAPP,N,N,N,N,<58,CON,NON,Y,Y,N,4,N,Y,Y,NON,NON,3.100000,Y,N,U,Y,Y,N,E,Y,N,N,N,NPL,150,N,N,N,N,U,U,U,U,,,,,
-76.98861572992314,38.802757678231004,1475,38.80275,-76.98861,,1306822,3000340,785,PRS,NON,1901-01-01T00:00:00.000Z,REV,OXON HILL RD,LIVINGSTON RD,308,NEA,S OF 1ST DRWY TO GAS STA,LIVINGSTON RD + OXON HILL RD,,KFH,2006-09-20T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,N,N,E,5,N,N,N,NON,UPV,9.100000,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,NPL,,U,N,U,N,U,U,U,U,,,,,
-77.258912806073525,38.864996784046568,1476,38.864989,-77.258908,,1300009,5001139,3626,PRS,NON,1976-11-30T00:00:00.000Z,REV,COVINGTON ST,ARLINGTON BLVD,89,NEA,UNKNOWN,ARLINGTON BLVD + COVINGTON ST,,KFH,2012-04-04T00:00:00.000Z,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,0,N,N,N,NON,NON,,N,N,N,N,N,Y,Y,N,Y,Y,N,NPL,150,N,N,N,N,U,U,U,U,,,,,
-76.964337581829199,38.857303580599201,1477,38.857296,-76.964332,,1309793,1000288,3172,PRS,NON,1995-03-12T00:00:00.000Z,REV,30TH ST SE,ERIE ST SE,265,NEA,@ LAMPPOST,ERIE ST SE + 30TH ST SE,,KFH,2006-05-04T00:00:00.000Z,0,UNK,WMAT,N,Y,N,N,SWK,CON,NON,N,N,E,6,N,N,N,NON,UNK,3.100000,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,YUN,,U,Y,U,N,U,U,U,U,,,,,
-77.139423126007927,38.910163661455371,1478,38.910156,-77.139418,,1306218,6000772,6518,PRS,NON,1901-01-01T00:00:00.000Z,REV,WILLIAMSBURG BLVD,OLD DOMINION DR,120,NEA,UNKNOWN,OLD DOMINION DR + WILLIAMSBURG BLVD,,KFH,2007-01-08T00:00:00.000Z,0,UNK,WMAT,N,Y,N,N,SWK,CON,NON,Y,N,E,6,Y,Y,N,NON,UNK,4.400000,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NPL,,U,N,U,N,U,U,U,U,,,,,
-77.1932651182249,39.03755056302154,1479,39.037543,-77.19326,,1305963,2000486,10623,PRS,NON,1901-01-01T00:00:00.000Z,REV,ELDWICK WAY,FALLS RD,187,FAR,UNKNOWN,FALLS RD + ELDWICK WAY,,KFH,2012-02-10T00:00:00.000Z,1,FRE,NAPP,N,N,N,N,58U,CON,NON,Y,Y,N,4,Y,Y,Y,NON,NON,4.800000,N,Y,Y,N,N,Y,Y,N,N,N,N,NPL,150,N,N,N,N,U,U,U,U,,,,,
-77.20157712324297,39.029353554523475,1480,39.029346,-77.201572,,1305959,2000418,10523,PRS,NON,1982-12-14T00:00:00.000Z,UNK,BULLIS SCHOOL,FALLS RD,4,NEA,S OF DRWY TO -,FALLS RD + BULLIS SCHOOL,,KFH,2012-02-13T00:00:00.000Z,1,FRE,NAPP,N,N,N,N,58U,ASP,NON,Y,N,E,7,N,Y,Y,NON,NON,,Y,Y,U,E,N,N,E,E,N,N,N,NPL,150,N,N,N,Y,U,U,U,U,,,,,
-77.303481684499388,38.876102717497595,1481,38.876095,-77.303477,,1300275,5001343,4230,PRS,NON,1980-06-23T00:00:00.000Z,UNK,CHAIN BRIDGE RD,JERMANTOWN RD,302,UNK,"W OF APT DRWY; @ POLE #QA89",JERMANTOWN RD + CHAIN BRIDGE RD,,KFH,2012-04-11T00:00:00.000Z,0,UNK,WMAT,N,Y,N,Y,SWK,CON,NON,N,N,E,4,N,N,Y,NON,NON,4.800000,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,NSG,150,N,Y,N,N,U,U,U,U,,,,,
-77.322839585589762,38.86527971914677,1482,38.865272,-77.322835,,1300266,5001144,3643,PRS,NON,1986-06-22T00:00:00.000Z,REV,CAROL ST,JERMANTOWN RD,27,NEA,UNKNOWN,JERMANTOWN RD + CAROL ST,,FCO,2007-04-12T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,SWK,UNK,UNK,U,N,E,4,N,N,N,NON,UNK,4.200000,Y,N,Y,N,Y,N,Y,U,N,N,N,NPL,,U,N,U,N,U,U,U,U,,,,,
-77.262216539378201,38.759544992972913,1483,38.759537,-77.262212,,1300258,5000043,208,PRS,NON,1985-06-30T00:00:00.000Z,REV,ROCKEFELLER LN,HUNTSMAN BLVD,210,FAR,@ VEPCO TRANSFORMER #CO512,HUNTSMAN BLVD + ROCKEFELLER LN,,KFH,2012-04-13T00:00:00.000Z,0,UNK,NAPP,N,N,N,N,SWK,CON,NON,N,N,E,2,N,Y,Y,NON,GRS,6.300000,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,YUN,,N,N,N,N,U,U,U,U,,,,,
-76.912172476866957,38.905560454407144,1484,38.905553,-76.912167,,1301658,3001121,6243,PRS,NON,1975-04-24T00:00:00.000Z,UNK,MARBLEWOOD AVE,SHERIFF RD,79,MIX,OPPO,SHERIFF RD + MARBLEWOOD AVE,,KFH,2006-08-14T00:00:00.000Z,,UNK,UNKW,N,N,N,N,SWK,CON,NON,N,N,E,3,N,N,N,NON,UNK,3.800000,Y,Y,Y,Y,N,N,N,N,N,N,N,NSG,,N,N,U,N,U,U,U,U,,,,,
-77.004962517991913,38.858061662256155,1485,38.858054,-77.004957,,1310041,1000299,3219,PRS,NON,1990-06-24T00:00:00.000Z,UNK,#2750,S CAPITOL ST SW,194,MID,OPPO ENTR TO -,S CAPITOL ST SW + #2750,,KFH,2006-05-01T00:00:00.000Z,,UNK,UNKW,N,Y,N,Y,UNK,UNK,UNK,U,N,E,0,U,E,U,UNK,UNK,,N,N,N,N,N,N,N,N,N,N,N,NPL,,U,Y,U,N,U,U,U,U,,,,,
-76.961626570055728,38.861670571546341,1486,38.861663,-76.961621,,1309661,1000347,3442,PRS,NON,1942-02-01T00:00:00.000Z,REV,32ND ST SE,ALABAMA AVE SE,84,NEA,UNKNOWN,ALABAMA AVE SE + 32ND ST SE,,KFH,2006-05-04T00:00:00.000Z,0,UNK,WMAT,N,Y,N,N,58U,CON,NON,Y,N,E,4,N,Y,N,NON,UNK,4.400000,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,NSG,,N,N,U,Y,U,U,U,U,,,,,
-76.744061401161659,38.967076213414579,1487,38.967069,-76.744056,,1310655,3001905,9209,PRS,NON,1975-04-04T00:00:00.000Z,REV,TULIP GROVE DR,BELAIR DR,179,NEA,N OF DRWY TO #2838,BELAIR DR + TULIP GROVE DR,,KFH,2006-11-21T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,58U,CON,NON,Y,N,E,4,N,Y,N,NON,UNK,4.300000,N,Y,Y,N,N,Y,Y,U,N,N,N,NPL,,U,N,U,N,U,U,U,U,,,,,
-76.928143493236618,38.895467487491146,1488,38.89546,-76.928138,,1301413,1000984,5491,PRS,NON,1990-12-16T00:00:00.000Z,REV,51ST ST NE,FITCH PL NE,156,NEA,BET UTILITY POLE & STEPS,FITCH PL NE + 51ST ST NE,,KFH,2006-06-14T00:00:00.000Z,0,UNK,WMAT,N,Y,N,N,SWK,CON,NON,Y,N,E,3,Y,Y,N,NON,UNK,,N,Y,U,N,N,N,U,N,Y,N,N,YUN,,U,Y,U,N,U,U,U,U,,,,,
-76.970954160034822,38.97966951202261,1489,38.979662,-76.970949,,1305333,3002084,9611,PRS,NON,1958-06-15T00:00:00.000Z,REV,BEECHWOOD RD,23RD AVE,175,NEA,UNKNOWN,23RD AVE + BEECHWOOD RD,,KFH,2006-09-13T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,UNK,UNK,UNK,U,N,E,0,U,E,U,UNK,UNK,,N,N,N,N,N,N,N,U,N,N,N,YUN,,U,N,U,N,U,U,U,U,,,,,
-77.022490244564096,38.938592590381738,1490,38.938585,-77.022485,,1302099,1003054,13092,PRS,NON,1949-11-10T00:00:00.000Z,REV,RANDOLPH ST NW,NEW HAMPSHIRE AVE NW,30,NEA,BEGIN 40' S OF S CURB-EXTD S 100',NEW HAMPSHIRE AVE NW + RANDOLPH ST NW,,KFH,2006-06-06T00:00:00.000Z,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,5,Y,Y,N,NON,UNK,4.700000,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,N,Y,U,Y,U,U,U,U,,,,,
-77.227911799968169,38.811001885078682,1491,38.810994,-77.227907,,1304740,5000528,1089,PRS,NON,1986-07-30T00:00:00.000Z,REV,INVERCHAPEL RD,BRADDOCK RD,88,FAR,UNKNOWN,BRADDOCK RD + INVERCHAPEL RD,,KFH,2012-05-11T00:00:00.000Z,0,UNK,NAPP,N,N,N,N,58U,CON,NON,Y,N,E,4,N,Y,Y,NON,NON,4.500000,N,Y,N,E,N,Y,N,E,N,N,N,NPL,110,N,N,N,N,U,U,U,U,,,,,
-77.248406719050962,38.810390901976852,1492,38.810383,-77.248402,,1304731,5000507,1048,PRS,NON,1986-07-30T00:00:00.000Z,REV,KINGS PARK DR,BRADDOCK RD,87,FAR,@ LANDING PAD,BRADDOCK RD + KINGS PARK DR,,KFH,2012-05-07T00:00:00.000Z,0,UNK,WMAT,N,Y,N,N,SWK,CON,NON,Y,N,E,3,N,N,Y,NON,NON,3.400000,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,NPL,150,N,N,N,N,U,U,U,U,,,,,
-77.086895234798519,38.896011660843563,1493,38.896004,-77.08689,,1304488,6000716,5516,PRS,NON,1983-01-31T00:00:00.000Z,REV,N VANCE ST,LEE HWY,254,NEA,UNKNOWN,LEE HWY + N VANCE ST,,KFH,2007-03-02T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,Y,N,E,6,N,Y,Y,NON,UPV,2.200000,N,N,Y,N,N,N,Y,U,N,N,N,NSG,,N,Y,U,N,U,U,U,U,,,,,
-77.017223325534388,38.912510614747724,1494,38.912503,-77.017218,,1308215,1001544,6644,PRS,NON,1962-02-15T00:00:00.000Z,REV,R ST NW,NEW JERSEY AVE NW,345,NEA,UNKNOWN,NEW JERSEY AVE NW + R ST NW,,KFH,2006-07-31T00:00:00.000Z,0,UNK,WMAT,N,Y,N,Y,58O,BRK,SHL,Y,Y,U,6,Y,Y,N,NON,UNK,5.500000,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,N,Y,U,N,U,U,U,U,,,,,
-77.219285767879626,38.770303954254786,1495,38.770296,-77.219281,,1304877,5000092,290,PRS,NON,1901-01-01T00:00:00.000Z,REV,DELAND DR,GREELEY BLVD,81,NEA,UNKNOWN,GREELEY BLVD + DELAND DR,,KFH,2012-04-03T00:00:00.000Z,0,UNK,NAPP,N,N,N,N,58U,CON,NON,Y,N,E,3,N,Y,Y,NON,LSC,3.400000,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,YUN,,N,N,N,Y,U,U,U,U,,,,,
-77.216055791495933,38.775663940721628,1496,38.775656,-77.216051,,1304894,5000138,357,PRS,NON,1901-01-01T00:00:00.000Z,REV,OLD KEENE MILL RD,GREELEY BLVD,24,NEA,UNKNOWN,GREELEY BLVD + OLD KEENE MILL RD,,KFH,2012-04-03T00:00:00.000Z,0,UNK,NAPP,N,N,N,N,58U,CON,NON,Y,N,E,4,N,Y,Y,NON,NON,4.800000,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,NSG,150,N,N,N,Y,U,U,U,U,,,,,
-76.970746555968958,38.862257591533364,1497,38.86225,-76.970741,,1309813,1000361,3479,PRS,NON,1942-02-22T00:00:00.000Z,REV,24TH ST SE,GOOD HOPE RD SE,301,NEX,UNKNOWN,GOOD HOPE RD SE + 24TH ST SE,,KFH,2006-05-03T00:00:00.000Z,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,4,N,Y,Y,NON,SLP,,N,N,U,Y,N,Y,U,Y,N,N,N,YUN,,U,Y,U,U,U,U,U,U,,,,,
-77.130066174418531,38.825951783383189,1498,38.825944,-77.130061,,1302979,4000299,1641,PRS,NON,1901-01-01T00:00:00.000Z,REV,SANGER AVE,N BEAUREGARD ST,56,NEA,BUS BAY,N BEAUREGARD ST + SANGER AVE,,KFH,2009-04-03T00:00:00.000Z,1,INS,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,5,Y,Y,N,NON,UNK,6.200000,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NPL,,U,N,U,Y,U,U,U,U,,,,,
-77.05632635646478,38.86525468318662,1499,38.865247,-77.056321,,1302977,6000272,3641,PRS,NON,1901-01-01T00:00:00.000Z,REV,S FERN ST,ARMY NAVY DR,278,NEA,UNKNOWN,ARMY NAVY DR + S FERN ST,,KFH,2009-05-26T00:00:00.000Z,0,UNK,ARTA,N,Y,N,Y,58U,CON,NON,Y,N,E,5,N,Y,N,NON,UNK,4.200000,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NPL,,U,N,U,Y,U,U,U,U,,,,,
-76.919784274689192,38.95981045442263,1500,38.959803,-76.919779,,1310982,3003332,15166,PRS,NON,1901-01-01T00:00:00.000Z,REV,POWHATAN ST,KENILWORTH AVE,358,FAR,UNKNOWN,KENILWORTH AVE + POWHATAN ST,,KFH,2006-09-26T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,Y,N,E,5,Y,Y,N,UTP,GRS,4.300000,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NPL,,U,Y,U,N,U,U,U,U,,,,,
-77.076233109923791,38.987997541787657,1501,38.98799,-77.076228,,1309090,2000124,9811,PRS,NON,1960-04-04T00:00:00.000Z,REV,CONNECTICUT AVE,EAST-WEST HWY,71,FAR,UNKNOWN,EAST-WEST HWY + CONNECTICUT AVE,,KFH,2012-03-14T00:00:00.000Z,1,INS,NAPP,N,N,Y,N,58O,CON,BNH,Y,Y,N,4,Y,Y,N,NON,NON,0.400000,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,135,N,N,N,N,U,U,U,U,,,,,
-77.31163554377116,38.838420784415931,1502,38.838413,-77.311631,,1300379,5000882,2233,PRS,NON,1901-01-01T00:00:00.000Z,UNK,CANFIELD ST,CHAIN BRIDGE RD,28,UNK,S OF DRWY,CHAIN BRIDGE RD + CANFIELD ST,,KFH,2007-05-21T00:00:00.000Z,1,INS,UNKW,N,Y,N,Y,58U,CON,NON,Y,N,E,6,N,Y,N,NON,UNK,,N,N,U,Y,N,N,N,U,N,N,N,NPL,,U,Y,U,U,U,U,U,U,,,,,
-77.119988197240446,38.723318879330677,1503,38.723311,-77.119983,,1305115,5001823,11680,PRS,NON,1901-01-01T00:00:00.000Z,REV,LUKENS LN,RICHMOND HWY,237,NEX,UNKNOWN,RICHMOND HWY + LUKENS LN,,KFH,2012-03-21T00:00:00.000Z,2,INS,WMAT,Y,Y,N,Y,58U,CON,NON,Y,Y,N,5,N,Y,Y,NON,NON,,N,N,N,N,Y,N,N,N,Y,Y,N,NPL,115,N,N,N,N,U,U,U,U,,,,,
-77.249675632237995,38.774153975912562,1504,38.774146,-77.249671,,1305030,5000124,337,PRS,NON,1980-05-28T00:00:00.000Z,REV,HUNTSMAN BLVD,OLD KEENE MILL RD,256,FAR,UNKNOWN,OLD KEENE MILL RD + HUNTSMAN BLVD,,KFH,2012-04-18T00:00:00.000Z,0,UNK,NAPP,N,N,N,N,<58,ASP,NON,N,N,E,0,N,N,N,NON,NON,0.500000,Y,Y,N,N,N,Y,N,N,Y,Y,N,NPL,95,N,Y,N,N,U,U,U,U,,,,,
-76.910121702800964,38.843484462783763,1505,38.843477,-76.910116,,1303757,3003729,16303,PRS,NON,2004-06-27T00:00:00.000Z,REV,MONACCO CT,HIL MAR DR,358,NEX,UNKNOWN,HIL MAR DR + MONACCO CT,,KFH,2006-10-04T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,N,N,E,4,N,N,N,NON,UNK,5.100000,N,N,Y,Y,N,N,N,N,N,N,N,YMR,,U,N,U,N,U,U,U,U,,,,,
-76.984490579626481,38.849958629922781,1506,38.849951,-76.984485,,1309748,1000214,2760,PRS,NON,1986-08-15T00:00:00.000Z,REV,ROBINSON ST SE,BRUCE ST SE,37,NEA,UNKNOWN,BRUCE ST SE + ROBINSON ST SE,,KFH,2008-07-10T00:00:00.000Z,0,UNK,WMAT,N,Y,N,N,SWK,CON,NON,N,N,E,5,N,Y,N,NON,UNK,5.400000,N,N,Y,N,N,N,N,U,N,N,N,YUN,,U,Y,U,N,U,U,U,U,,,,,
-77.272018506458522,38.765235970722571,1507,38.765228,-77.272014,,1300301,5000063,243,PRS,NON,1990-12-17T00:00:00.000Z,REV,ONION PATCH DR,LEE CHAPEL RD,18,NEA,UNKNOWN,LEE CHAPEL RD + ONION PATCH DR,,KFH,2012-04-17T00:00:00.000Z,0,UNK,NAPP,N,N,N,N,SWK,CON,NON,Y,N,E,5,Y,Y,N,NON,NON,5.400000,N,N,Y,E,N,N,Y,E,N,N,N,NPL,150,N,N,N,N,U,U,U,U,,,,,
