X,Y,OBJECTID,LATITUDE,LONGITUDE,ROUTES,EGIS_ID,REG_ID,BSTP_GEO_ID,BSTP_OPS_TCD,BSTP_OPS_FTU_TCD,BSTP_EFF_DATE,BSTP_TCD,AT_STR,ON_STR,BSTP_HDG,BSTP_POS_TCD,BSTP_LDC,BSTP_MSG_TEXT,BSTP_LAT_LON_TCD,BSTP_INV_SYR_TCD,BSTP_INV_SRV_DATE,BSTP_BNH_CNT,BSTP_BST_TCD,BSTP_IFC_OWN,BSTP_HAS_BKRS,BSTP_HAS_PRS,BSTP_HAS_PVM,BSTP_HAS_PRM,BSTP_PDP_SIZE_TCD,BSTP_PDP_MTR_TCD,BSTP_PDP_OBS_TCD,BSTP_PDP_HAS_CCN,BSTP_HAS_BDR_PDP,BSTP_BDR_PDP_OBS,BSTP_SWK_WDT,BSTP_SWK_HAS_CCN,BSTP_SWK_HAS_PPC,BSTP_SWK_SLP_WVL,BSTP_SWK_OBS_TCD,BSTP_SWK_IPD_TCD,ONS_CRP_SLP,ONS_CRP,OFS_CRP,AT_STR_ABS_CRP,AT_STR_OSS_CRP,ONS_CWK,OFS_CWK,AT_STR_ABS_CWK,AT_STR_OSS_CWK,ON_STR_STS_OR_TFL,ON_STR_PDC_SGL,AT_STR_PDC_SGL,BSTP_PRK_RST_TCD,BSTP_NPK_ZNE_LTH,CNF_NPK_SNS,STR_LGT_WTN_30_FT,BSTP_HAS_LED_DSP,BSTP_ACC_RATING,BSTP_BRDG_STP,BSTP_HAS_LUM_SIGN,BSTP_HAS_PWR_SRC,METRO_ACCS_STP,CREATED_DATE,LAST_EDITED_DATE,BX_UPDATE_DATE,BX_UPDATE_USER,LAST_UPDATE_DATE
-76.984731573426913,38.851839629948685,1,38.851832,-76.984726,,1309706,1000233,2837,PRS,NON,1982-01-31T00:00:00.000Z,REV,BRUCE PL SE,12TH PL SE,217,FAR,N OF 1ST DRWY,12TH PL SE + BRUCE PL SE,,KFH,2006-04-27T00:00:00.000Z,0,UNK,WMAT,N,N,N,N,SWK,CON,NON,N,N,E,5,N,N,N,NON,UNK,,N,N,U,N,N,N,U,U,N,N,N,YUN,,U,Y,U,N,U,U,U,U,,,,,
-77.059779244098962,38.918740622633706,2,38.918733,-77.059774,,1307528,1001726,6988,PRS,NON,1930-09-22T00:00:00.000Z,REV,30TH ST NW,MASSACHUSETTS AVE NW,133,NEX,UNKNOWN,MASSACHUSETTS AVE NW + 30TH ST NW,,KFH,2006-05-23T00:00:00.000Z,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,6,N,Y,N,NON,UNK,4.600000,Y,N,U,Y,Y,N,U,Y,Y,Y,Y,YMR,,N,Y,U,U,U,U,U,U,,,,,
-76.905772515499706,38.897010444101056,3,38.897003,-76.905767,,1301516,3001046,5615,PRS,NON,1901-01-01T00:00:00.000Z,REV,65TH AVE,MARTIN LUTHER KING JR HWY,43,FAR,@ KASH KING STORE,MARTIN LUTHER KING JR HWY + 65TH AVE,,KFH,2006-06-20T00:00:00.000Z,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,3,Y,Y,N,NON,UPV,,N,Y,Y,N,N,Y,Y,U,N,N,N,NPL,,U,N,U,N,U,U,U,U,,,,,
-76.97667242612988,38.898825577713964,4,38.898818,-76.976667,,1307843,1001088,5758,PRS,NON,1975-11-18T00:00:00.000Z,REV,19TH ST NE,BENNING RD NE,102,NEA,LIMITED STOP EXPRESS,BENNING RD NE + 19TH ST NE,,KFH,2009-07-16T00:00:00.000Z,1,INS,UNKW,N,N,N,N,58O,CON,TRC,Y,Y,U,5,N,Y,N,NON,UNK,5.300000,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,NPL,,N,Y,U,N,U,Y,U,U,,,,,
-77.108636236985731,38.841411746004049,5,38.841404,-77.108631,,1312081,4001057,18701,PRS,NON,2014-08-24T00:00:00.000Z,UNK,RT 7 KING ST,BEAUREGARD ST,210,FAR,80' S OF DRWY TO FRIDAYS,BEAUREGARD ST + RT 7 KING ST,,UNK,1900-01-01T00:00:00.000Z,,UNK,UNKW,U,U,U,U,UNK,UNK,UNK,U,U,U,0,U,U,U,UNK,UNK,,U,U,U,U,U,U,U,U,U,U,U,UNK,,U,U,U,U,U,U,U,U,,,,,
-77.236315901956502,38.879350757671361,6,38.879343,-77.236311,,1311979,5004714,18668,PRS,NON,2013-12-29T00:00:00.000Z,UNK,#2710,PROSPERITY AVE,190,ATP,UNKNOWN,PROSPERITY AVE + #2710,,UNK,1900-01-01T00:00:00.000Z,,UNK,UNKW,U,U,U,U,UNK,UNK,UNK,U,U,U,0,U,U,U,UNK,UNK,,U,U,U,U,U,U,U,U,U,U,U,UNK,,U,U,U,U,U,U,U,U,,,,,
-77.011803238588001,38.944237583032539,7,38.94423,-77.011798,,1302179,1002403,8270,PRS,NON,1942-02-24T00:00:00.000Z,REV,WEBSTER ST NW,ROCK CREEK CHURCH RD NW,220,FAR,UNKNOWN,ROCK CREEK CHURCH RD NW + WEBSTER ST NW,,KFH,2006-05-24T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,58U,CON,NON,Y,N,E,6,N,Y,N,NON,UNK,5,N,Y,Y,N,N,N,Y,N,N,N,N,YUN,,U,Y,U,N,U,U,U,U,,,,,
-76.996184252332284,38.919965606929239,8,38.919958,-76.996179,,1302177,1003386,18770,PRS,NON,1976-02-17T00:00:00.000Z,UNK,BUS BAY D,RHODE ISLAND AVE STATION,206,MID,UNKNOWN,RHODE ISLAND AVE STATION + BUS BAY D,TMP,KFH,2006-12-11T00:00:00.000Z,,UNK,UNKW,N,Y,N,Y,58U,CON,NON,Y,N,E,11,Y,Y,N,NON,UNK,,Y,Y,Y,Y,U,U,U,U,Y,N,N,NPL,,U,Y,U,Y,U,U,U,U,,,,,
-76.844562044259845,39.091337332238787,9,39.09133,-76.844557,,1301028,3002917,14712,PRS,NON,2006-05-24T00:00:00.000Z,REV,GREENVIEW DR,LAUREL BOWIE RD,28,FAR,150 FT N OF  ----,LAUREL BOWIE RD + GREENVIEW DR,,KFH,2006-10-27T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,UNK,UNK,UNK,U,N,E,0,U,E,U,UNK,UNK,,N,N,N,N,N,N,N,U,Y,N,N,NPL,,U,N,U,N,U,U,U,U,,,,,
-77.119822171114578,38.893067680148597,10,38.89306,-77.119817,,1304398,6000681,5308,PRS,NON,1901-01-01T00:00:00.000Z,REV,19TH ST N,N GLEBE RD,154,FAX,UNKNOWN,N GLEBE RD + 19TH ST N,,KFH,2007-01-16T00:00:00.000Z,1,INS,UNKW,N,N,N,N,SWK,CON,NON,Y,N,E,5,N,Y,Y,NON,SLP,,N,N,U,Y,N,N,U,N,N,N,N,NPL,,U,Y,U,N,U,U,U,U,,,,,
-77.051346033134351,39.06020655349031,11,39.060199,-77.051341,,1300720,2000696,10933,PRS,NON,1969-11-20T00:00:00.000Z,REV,JUDSON RD,GEORGIA AVE,136,NEA,UNKNOWN,GEORGIA AVE + JUDSON RD,,KFH,2012-03-02T00:00:00.000Z,1,INS,NAPP,N,N,Y,N,58U,CON,NON,Y,N,E,7,N,Y,N,NON,NON,4.900000,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,NSG,150,N,Y,N,Y,U,U,U,U,,,,,
-77.008887460917379,38.872764649885092,12,38.872757,-77.008882,,1311903,1003783,18438,PRS,NON,2013-12-29T00:00:00.000Z,UNK,O ST SW,S CAPITOL ST SE,360,FAX,@ STOP LINE,S CAPITOL ST SE + O ST SW,,UNK,1900-01-01T00:00:00.000Z,,UNK,UNKW,U,U,U,U,UNK,UNK,UNK,U,U,U,0,U,U,U,UNK,UNK,,U,U,U,U,U,U,U,U,U,U,U,UNK,,U,U,U,U,U,U,U,U,,,,,
-77.06848119850784,38.937391602845864,13,38.937384,-77.068476,,1302140,1002246,7933,PRS,NON,1970-06-12T00:00:00.000Z,REV,35TH ST NW,PORTER ST NW,268,NEA,UNKNOWN,PORTER ST NW + 35TH ST NW,,KFH,2006-05-05T00:00:00.000Z,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,3,N,Y,N,LSC,UNK,4,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,NSG,,N,N,U,Y,U,U,U,U,,,,,
-76.937189505965819,38.889213507093672,14,38.889206,-76.937184,,1301245,1000759,5021,PRS,NON,1945-09-24T00:00:00.000Z,REV,E CAPITOL ST SE,BENNING RD SE,347,NEA,UNKNOWN,BENNING RD SE + E CAPITOL ST SE,,KFH,2009-07-29T00:00:00.000Z,1,INS,WMAT,N,Y,Y,Y,58U,CON,NON,N,N,E,3,N,Y,N,NON,UNK,7.200000,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NPL,,N,N,U,N,U,U,U,U,,,,,
-76.733999659054589,38.902384135963565,15,38.902377,-76.733994,,1310591,3001095,6014,PRS,NON,1972-03-15T00:00:00.000Z,REV,PENN MANOR LN,POINTER RIDGE DR,191,FAX,UNKNOWN,POINTER RIDGE DR + PENN MANOR LN,,KFH,2006-12-05T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,UNK,UNK,UNK,U,N,E,0,U,E,U,UNK,UNK,,N,N,U,Y,N,N,U,N,N,N,N,YUN,,U,N,U,U,U,U,U,U,,,,,
-76.993771951025906,39.113430543549541,16,39.113423,-76.993767,,1300800,2001051,12917,PRS,NON,1978-10-18T00:00:00.000Z,REV,MCNEIL LN,NEW HAMPSHIRE AVE,30,NEA,UNKNOWN,NEW HAMPSHIRE AVE + MCNEIL LN,,KFH,2012-02-14T00:00:00.000Z,0,UNK,NAPP,N,N,N,N,SWK,CON,NON,Y,N,E,5,Y,N,Y,NON,NON,3.200000,N,N,Y,E,N,N,N,N,N,N,N,NPL,150,N,Y,N,N,U,U,U,U,,,,,
-76.993319540018746,38.858041643973017,17,38.858034,-76.993314,,1310034,1002996,12548,PRS,NON,1991-12-29T00:00:00.000Z,REV,SUITLAND PKY SE,SHERIDAN RD SE,187,NEA,EXIT RAMP FROM -,SHERIDAN RD SE + SUITLAND PKY SE,,KFH,2006-05-09T00:00:00.000Z,,UNK,UNKW,N,U,U,U,UNK,UNK,UNK,U,U,U,0,U,U,U,UNK,UNK,,U,U,U,U,U,U,U,U,U,U,U,UNK,,U,U,U,U,U,U,U,U,,,,,
-76.993450545607047,38.856394645783155,18,38.856387,-76.993445,,1310029,1000266,3108,PRS,NON,1991-12-29T00:00:00.000Z,UNK,#2646,SHERIDAN RD SE,172,FAR,UNKNOWN,SHERIDAN RD SE + #2646,,KFH,2006-05-09T00:00:00.000Z,,UNK,UNKW,N,U,U,U,UNK,UNK,UNK,U,U,U,0,U,U,U,UNK,UNK,,U,U,U,U,U,U,U,U,U,U,U,UNK,,U,U,U,U,U,U,U,U,,,,,
-76.856574037078659,39.092017348871067,19,39.09201,-76.856569,,1300595,3002901,14696,PRS,NON,1986-03-03T00:00:00.000Z,REV,CHERRY LN,BALTIMORE AVE,41,FAR,BETW DRWYS TO SERVICE STATION,BALTIMORE AVE + CHERRY LN,,KFH,2006-10-25T00:00:00.000Z,1,INS,UNKW,N,N,N,N,58U,CON,NON,Y,N,E,4,N,Y,N,NWB,UNK,4.600000,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,NPL,,U,N,U,Y,U,U,U,U,,,,,
-77.161257095020162,38.924191647201617,20,38.924184,-77.161252,,1306201,5001628,7248,PRS,NON,1993-08-05T00:00:00.000Z,REV,BIRCH RD,OLD DOMINION DR,255,NEA,75' S OF -,OLD DOMINION DR + BIRCH RD,,KFH,2012-03-26T00:00:00.000Z,0,UNK,NAPP,N,N,N,N,NON,EXM,NON,U,N,E,0,N,N,N,NON,NON,,N,N,N,Y,Y,Y,N,Y,Y,Y,N,NPL,150,N,N,N,N,U,U,U,U,,,,,
-76.736410567314863,38.925360160274217,21,38.925353,-76.736405,,1310580,3001296,7310,PRS,NON,1901-01-01T00:00:00.000Z,REV,PANTHER LN,PEACH WALKER DR,160,FAR,UNKNOWN,PEACH WALKER DR + PANTHER LN,,KFH,2006-11-28T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,58U,CON,NON,Y,N,E,4,N,Y,N,NON,UNK,4.300000,N,N,Y,N,N,N,N,U,N,N,N,NPL,,U,Y,U,N,U,U,U,U,,,,,
-76.912160497633167,38.89963745585159,22,38.89963,-76.912155,,1301172,3001072,5810,PRS,NON,1901-01-01T00:00:00.000Z,REV,61ST AVE,ADDISON RD,135,NEA,UNKNOWN,ADDISON RD + 61ST AVE,,KFH,2006-08-14T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,Y,N,E,4,Y,Y,N,UTP,UNK,4.800000,Y,Y,Y,Y,N,N,N,N,N,N,N,NPL,,U,Y,U,N,U,U,U,U,,,,,
-77.074156421944991,38.795688780358752,23,38.795681,-77.074151,,1304954,5001814,11646,PRS,NON,1978-09-25T00:00:00.000Z,UNK,WEST ENTRANCE TO HUNTINGTON STATION,HUNTINGTON AVE,121,FAR,106' E OF W ENTR,HUNTINGTON AVE + WEST ENTRANCE TO HUNTINGTON STATION,,KFH,2012-03-22T00:00:00.000Z,0,UNK,NAPP,N,N,N,N,58O,CON,NWB,N,N,E,4,N,Y,Y,NON,NON,,N,N,U,E,N,N,E,E,N,N,N,NPL,140,N,N,N,N,U,U,U,U,,,,,
-76.990056033616185,39.03911052570627,24,39.039103,-76.990051,,1300776,2000502,10645,PRS,NON,1971-11-01T00:00:00.000Z,REV,LOCKWOOD DR,NEW HAMPSHIRE AVE,340,NEA,S OF 1ST RDWY S OF -,NEW HAMPSHIRE AVE + LOCKWOOD DR,,KFH,2012-02-21T00:00:00.000Z,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,8,N,Y,Y,NON,NON,3.900000,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NPL,150,N,Y,N,Y,U,U,U,U,,,,,
-76.984767044005537,39.031847518243048,25,39.03184,-76.984762,,1300772,2000438,10551,PRS,NON,1901-01-01T00:00:00.000Z,REV,RUPPERT RD,NEW HAMPSHIRE AVE,151,FAR,UNKNOWN,NEW HAMPSHIRE AVE + RUPPERT RD,,KFH,2012-02-23T00:00:00.000Z,0,UNK,NAPP,N,N,N,N,NON,EXM,NON,U,N,E,0,N,N,N,NON,NON,,N,N,Y,E,N,N,N,E,N,N,N,NSG,150,N,Y,N,N,U,U,U,U,,,,,
-76.85860401416079,39.107051347195814,26,39.107044,-76.858599,,1300763,3002562,11484,PRS,NON,1985-10-07T00:00:00.000Z,REV,9TH ST,MONTGOMERY ST,110,NEA,UNKNOWN,MONTGOMERY ST + 9TH ST,,KFH,2006-10-25T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,Y,N,E,4,Y,Y,N,NON,UNK,6.800000,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,NSG,,N,Y,U,N,U,U,U,U,,,,,
-77.227386764046571,38.789958924621367,27,38.789951,-77.227382,,1304779,5000284,565,PRS,NON,1901-01-01T00:00:00.000Z,REV,TALFORD CT,CARRLEIGH PKY,279,MIX,OPPO,CARRLEIGH PKY + TALFORD CT,,KFH,2012-05-02T00:00:00.000Z,0,UNK,NAPP,N,N,N,N,SWK,CON,NON,N,N,E,4,N,Y,Y,NON,NON,,N,N,U,Y,N,N,E,N,N,N,N,NSG,45,N,Y,N,N,U,U,U,U,,,,,
-77.20630786791628,38.799649888090322,28,38.799642,-77.206303,,1304922,5001778,11593,PRS,NON,1983-07-13T00:00:00.000Z,REV,LONG PINE DR,HEMING AVE,13,FAR,70' N OF SCHOOL XING SIGN,HEMING AVE + LONG PINE DR,,KFH,2012-03-29T00:00:00.000Z,0,UNK,NAPP,N,N,N,N,SWK,CON,NON,Y,N,E,4,Y,Y,Y,NON,NON,3.100000,N,N,Y,E,N,Y,Y,E,N,N,N,YUN,,N,N,N,N,U,U,U,U,,,,,
-76.973000094056772,38.998534501849477,29,38.998527,-76.972995,,1305807,3002296,10045,PRS,NON,1974-09-01T00:00:00.000Z,REV,SARANAC ST,RIGGS RD,10,NEA,UNKNOWN,RIGGS RD + SARANAC ST,,KFH,2007-02-04T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,N,N,E,4,N,N,N,NON,UNK,,N,N,N,N,Y,N,N,Y,N,N,N,NSG,,N,N,U,N,U,U,U,U,,,,,
-76.973252280285692,38.942968540157366,30,38.942961,-76.973247,,1305548,1002370,8204,PRS,NON,1901-01-01T00:00:00.000Z,REV,VARNUM ST,EASTERN AVE NE,321,NEA,"140' E OF; 36' E OF 1ST DRWY",EASTERN AVE NE + VARNUM ST,,KFH,1900-01-01T00:00:00.000Z,,UNK,UNKW,U,U,U,U,UNK,UNK,UNK,U,U,U,0,U,U,U,UNK,UNK,,U,U,U,U,U,U,U,U,U,U,U,UNK,,U,U,U,U,U,U,U,U,,,,,
-76.982470416061872,38.899841587805845,31,38.899834,-76.982465,,1307848,1001118,5820,PRS,NON,1949-06-06T00:00:00.000Z,REV,15TH ST NE,BENNING RD NE,102,FAR,LIMITED STOP EXPRESS,BENNING RD NE + 15TH ST NE,,KFH,2009-07-16T00:00:00.000Z,2,INS,UNKW,N,N,N,N,58U,CON,FEN,Y,N,E,6,N,Y,N,FEN,UPV,7.200000,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,N,Y,U,Y,U,Y,U,U,,,,,
-77.022053355550483,38.898673630932549,32,38.898666,-77.022048,,1311409,1001086,5749,PRS,NON,2011-03-15T00:00:00.000Z,UNK,G ST NW,7TH ST NW,180,NEA,GALLERY PLACE STATION,7TH ST NW + G ST NW,,UNK,1900-01-01T00:00:00.000Z,,UNK,UNKW,N,Y,N,N,58U,BRK,NON,Y,N,E,11,Y,Y,N,NON,UNK,6.900000,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,NSG,,N,Y,U,Y,Y,U,U,U,,,,,
-76.881445720718517,38.84929239618647,33,38.849285,-76.88144,,1303790,3000713,2733,PRS,NON,1901-01-01T00:00:00.000Z,REV,BOONES LN,MARLBORO PIKE,122,NEA,UNKNOWN,MARLBORO PIKE + BOONES LN,,KFH,2006-07-24T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,<58,CON,NON,Y,N,E,4,N,Y,N,NON,UNK,8.300000,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,NPL,,U,N,U,N,U,U,U,U,,,,,
-77.047897613364526,38.733077805812258,34,38.73307,-77.047892,,1304863,5001862,11893,PRS,NON,1979-10-15T00:00:00.000Z,REV,E BOULEVARD DR,GEORGE WASHINGTON MEMORIAL PKY,327,FAX,UNKNOWN,GEORGE WASHINGTON MEMORIAL PKY + E BOULEVARD DR,,KFH,2012-03-23T00:00:00.000Z,0,UNK,NAPP,N,N,N,N,NON,EXM,NON,U,N,E,0,N,N,N,NON,NON,,N,N,N,N,N,N,N,N,N,N,N,NPL,150,N,N,N,N,U,U,U,U,,,,,
-76.928455530279592,38.885154492002087,35,38.885147,-76.92845,,1303532,1000672,4745,PRS,NON,1966-10-15T00:00:00.000Z,REV,C ST SE,51ST ST SE,189,NEA,UNKNOWN,51ST ST SE + C ST SE,,KFH,2006-06-15T00:00:00.000Z,0,UNK,WMAT,N,Y,N,Y,SWK,CON,NON,Y,N,E,3,Y,Y,N,NON,UNK,6.700000,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,NSG,,N,N,U,N,U,U,U,U,,,,,
-76.858588214488364,38.991214375682553,36,38.991207,-76.858583,,1311209,3002225,9879,PRS,NON,1965-11-15T00:00:00.000Z,REV,CHELSEA WDS,GREENBELT RD,95,NEA,W OF ENTR   (APTS),GREENBELT RD + CHELSEA WDS,,KFH,2006-10-26T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,58U,CON,NON,Y,N,E,4,N,Y,N,NON,UNK,,N,N,U,N,N,N,U,U,Y,N,N,NPL,,U,N,U,N,U,U,U,U,,,,,
-77.036292176303164,38.960103570857576,37,38.960096,-77.036287,,1308387,1002921,11827,PRS,NON,1941-08-16T00:00:00.000Z,REV,NICHOLSON ST NW,16TH ST NW,360,NEA,UNKNOWN,16TH ST NW + NICHOLSON ST NW,,KFH,2006-05-19T00:00:00.000Z,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,6,N,Y,N,NON,UNK,5.700000,N,Y,Y,Y,N,Y,Y,Y,N,N,N,NSG,,N,N,U,Y,U,U,U,U,,,,,
-76.918093660653824,38.85222947949579,38,38.852222,-76.918088,,1303985,3000737,2853,PRS,NON,1901-01-01T00:00:00.000Z,REV,ROYAL PLAZA DR,SILVER HILL RD,262,FAX,S OF ENTR TO SUITLAND H S,SILVER HILL RD + ROYAL PLAZA DR,,KFH,2006-07-26T00:00:00.000Z,0,UNK,WMAT,N,Y,N,Y,SWK,CON,NON,Y,N,E,5,Y,Y,N,NON,UNK,4.500000,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,NPL,,U,N,U,N,U,U,U,U,,,,,
-77.186853933776746,38.782609901646929,39,38.782602,-77.186849,,1304728,5000215,467,PRS,NON,1986-11-24T00:00:00.000Z,REV,COMMERCE ST,AMHERST AVE,172,NEA,UNKNOWN,AMHERST AVE + COMMERCE ST,,KFH,2012-03-28T00:00:00.000Z,1,FRE,NAPP,N,N,N,N,SWK,BRK,NON,Y,Y,N,4,Y,Y,Y,NON,NON,4.900000,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NPL,150,N,Y,N,N,U,U,U,U,,,,,
-77.231633725809871,38.779702948282214,40,38.779695,-77.231629,,1305059,5000185,422,PRS,NON,1975-02-18T00:00:00.000Z,REV,ROLLING RD,OLD KEENE MILL RD,255,MID,W OF E ENTR TO -,OLD KEENE MILL RD + ROLLING RD,,KFH,2012-04-10T00:00:00.000Z,0,UNK,NAPP,N,N,N,N,SWK,CON,NON,Y,Y,N,3,Y,Y,Y,NON,UPV,,N,N,U,E,N,N,E,E,N,N,N,NPL,150,N,Y,N,N,U,U,U,U,,,,,
-76.9581792582687,38.954365510479263,41,38.954358,-76.958174,,1305605,3001643,8615,PRS,NON,1901-01-01T00:00:00.000Z,REV,36TH AVE,HAMILTON ST,293,NEA,UNKNOWN,HAMILTON ST + 36TH AVE,,KFH,2006-09-15T00:00:00.000Z,0,UNK,WMAT,N,Y,N,N,UNK,UNK,UNK,U,N,E,0,U,E,U,UNK,UNK,,N,N,N,N,N,N,N,U,N,N,N,YUN,,U,N,U,N,U,U,U,U,,,,,
-76.875805789830622,38.832597381746325,42,38.83259,-76.8758,,1303722,3003249,15076,PRS,NON,2001-03-09T00:00:00.000Z,UNK,#4200,FORESTVILLE RD,355,UNK,N OF NORTH ENTR,FORESTVILLE RD + #4200,,KFH,2006-10-05T00:00:00.000Z,,UNK,UNKW,N,N,N,N,58U,CON,NON,Y,N,E,4,N,Y,N,NON,UNK,,N,N,U,N,N,N,U,U,N,N,N,YUN,,U,Y,U,N,U,U,U,U,,,,,
-77.184429970149182,38.811811848494884,43,38.811804,-77.184425,,1304753,5001743,11558,PRS,NON,1901-01-01T00:00:00.000Z,UNK,BACKLICK RD,BRADDOCK RD,89,UNK,500' E OF -,BRADDOCK RD + BACKLICK RD,,KFH,2012-05-11T00:00:00.000Z,1,INS,WMAT,N,Y,N,N,58U,CON,NON,Y,N,E,5,N,Y,Y,NON,NON,4.500000,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,NPL,150,N,Y,N,N,U,U,U,U,,,,,
-76.876696199332883,38.991102396008962,44,38.991095,-76.876691,,1311227,3002223,9875,PRS,NON,1993-03-01T00:00:00.000Z,REV,ORA GLEN DR,HANOVER PKY,43,NEA,S OF DRWY ENTR TO POND AREA,HANOVER PKY + ORA GLEN DR,,KFH,2006-10-18T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,N,N,E,4,N,N,N,NON,UNK,3.600000,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,NPL,,U,N,U,N,U,U,U,U,,,,,
-76.877643210883477,38.987660397269678,45,38.987653,-76.877638,,1311224,3002183,9800,PRS,NON,1990-09-30T00:00:00.000Z,REV,GREENBROOK DR,HANOVER PKY,150,FAX,100' S OF -,HANOVER PKY + GREENBROOK DR,,KFH,2006-10-18T00:00:00.000Z,2,INS,UNKW,N,N,N,N,58O,CON,SHL,Y,N,E,4,N,Y,N,NON,UNK,,N,N,U,Y,N,N,U,N,N,N,N,NPL,,U,N,U,N,U,U,U,U,,,,,
-76.95011825703304,38.956763497972368,46,38.956756,-76.950113,,1305392,3001688,8737,PRS,NON,1901-01-01T00:00:00.000Z,REV,LONGFELLOW ST,40TH AVE,177,NEA,UNKNOWN,40TH AVE + LONGFELLOW ST,,KFH,2006-09-16T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,N,N,E,4,N,N,N,NON,UPV,4,Y,Y,Y,Y,N,N,N,N,Y,N,N,YUN,,U,N,U,N,U,U,U,U,,,,,
-76.895381251649297,38.97246041979264,47,38.972453,-76.895376,,1311198,3003205,15020,PRS,NON,1993-12-12T00:00:00.000Z,REV,OAKLAND AVE,GOOD LUCK RD,279,MIX,OPPO,GOOD LUCK RD + OAKLAND AVE,,KFH,2006-10-03T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,UNK,UNK,UNK,U,N,E,0,U,E,U,UNK,UNK,,N,N,U,Y,N,N,U,N,N,N,N,YUN,,U,N,U,U,U,U,U,U,,,,,
-76.84229125671726,38.983578354738803,48,38.983571,-76.842286,,1311192,3002132,9702,PRS,NON,1975-04-03T00:00:00.000Z,REV,100TH AVE,GOOD LUCK RD,233,NEX,UNKNOWN,GOOD LUCK RD + 100TH AVE,,KFH,2006-10-26T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,UNK,UNK,UNK,U,N,E,0,U,E,U,UNK,UNK,5,N,N,U,Y,N,N,U,N,N,N,N,NPL,,U,N,U,U,U,U,U,U,,,,,
-77.195411889521083,38.777667918054959,49,38.77766,-77.195407,,1305043,5000158,385,PRS,NON,1981-10-09T00:00:00.000Z,REV,HANOVER AVE,OLD KEENE MILL RD,257,FAR,W OF POLE #HF20,OLD KEENE MILL RD + HANOVER AVE,,KFH,2012-03-30T00:00:00.000Z,0,UNK,NAPP,N,N,N,N,SWK,CON,NON,N,N,E,3,N,Y,N,NON,NON,6.500000,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,NPL,115,N,Y,N,N,U,U,U,U,,,,,
-76.904118671581159,38.85449844629666,50,38.854491,-76.904113,,1303880,3000752,3000,PRS,NON,1901-01-01T00:00:00.000Z,REV,PARKLAND CT,OLD SILVER HILL RD,249,NEA,UNKNOWN,OLD SILVER HILL RD + PARKLAND CT,,KFH,2006-08-01T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,<58,CON,NON,Y,N,E,4,N,N,N,NON,UNK,,N,N,N,N,N,N,N,N,Y,N,N,YUN,,U,N,U,N,U,U,U,U,,,,,
-77.167824094563414,39.071361591071472,51,39.071354,-77.167819,,1305983,2001307,15462,PRS,NON,1901-01-01T00:00:00.000Z,UNK,FALLSMEAD WAY,FALLS RD,232,FAR,@ C&P POLE #10206,FALLS RD + FALLSMEAD WAY,,KFH,2012-02-08T00:00:00.000Z,1,FRE,NAPP,N,N,N,N,58U,CON,NON,Y,Y,N,5,Y,Y,Y,NON,NON,2.300000,N,Y,Y,E,N,Y,Y,E,N,N,N,NPL,100,N,N,N,U,U,U,U,U,,,,,
